"ID","DATE.OF.INTERVIEW","VIP.toilets","ECOSAN.toilets","Inside.waterflush.toilets","Outside.waterflush.toilets","Poor.flush.Inside","Poor.flush.Outside","Pit.Latrine","Disused.Buried","Total.number.of.toilets.0.","Enough.space.another.toilet","Where.do.you.dispose.your.solid.wastes.","Age.of.toilet..Years...Age","Interface.Layout","CONTAINMENT.SUBSTRUCTURE","Condition.of.the.components..Interface...Score.Condition","Condition.of.the.components..Substructure.Containment....Score.Condition","Record.the.observed.shape.of.the.substructure.containment.","Diameter","Length","Is.washing.hand.basin.present.","Any.overflow.flooding.","area.m3"
"7537","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Rubbish Pit",9,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.4,"No","No",4.5
"7538","2017-10-17",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",3,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,1.45,"No","No",4.5
"7539","2017-10-17",NA,NA,NA,NA,NA,NA,1,2,3,TRUE,"Rubbish Pit",6,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.3,"No","No",4.5
"7540","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",3,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,230,"No","No",4.5
"7541","2017-10-19",NA,NA,NA,NA,NA,1,0,NA,1,FALSE,"Bin which is collected CBEs",15,"Sit down toilet with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,300,"No","No",4.5
"7542","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",9,"Squat hole (Dry toilet)","Septic Tank",3,3,"Rectagular",NA,3,"No",NA,12.5
"7543","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",11,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,150,"No","No",4.5
"7544","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",35,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,150,"No","No",4.5
"7545","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",0,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.8,"No","No",4.5
"7546","2017-10-17",NA,1,NA,NA,NA,NA,0,1,2,TRUE,"Bin which is collected CBEs",6,"Urine Diversion Toilet","Urine diversion toilet",3,3,"Rectagular",NA,2.5,"No","No",0
"7547","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",10,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3.4,"No","No",4.5
"7548","2017-10-19",NA,NA,NA,NA,NA,NA,2,1,3,TRUE,"Bin which is collected CBEs",10,"Multiple choice","Pit latrine",4,4,"Rectagular",NA,230,"Yes","No",4.5
"7549","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,150,"No","No",4.5
"7550","2017-10-17",NA,NA,NA,NA,NA,1,0,1,2,FALSE,"Bin which is collected CBEs",2,"Squat with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,1.73,"No","No",12.5
"7551","2017-10-19",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is self disposed",7,"Sit down toilet with pour (bucket) flushing system","Pit latrine",4,4,"Rectagular",NA,300,"No","No",4.5
"7552","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",7,"Sit down toilet with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,300,"No","No",4.5
"7553","2017-10-16",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",10,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.4,"No","No",4.5
"7554","2017-10-16",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",3,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3.5,"No","No",4.5
"7555","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,300,"No","No",4.5
"7556","2017-10-19",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",17,"Squat hole (Dry toilet)","Septic Tank",4,4,"Rectagular",NA,200,"No","No",12.5
"7557","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.3,"No","No",4.5
"7558","2017-10-19",2,NA,NA,NA,NA,NA,0,0,2,TRUE,"Bin which is collected CBEs",15,"Sit down toilet with manual (hand) flushing system","Septic Tank",3,3,"Rectagular",NA,150,"Yes","No",12.5
"7559","2017-10-17",NA,NA,NA,NA,NA,NA,1,2,3,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,150,"No","No",4.5
"7560","2017-10-19",NA,NA,1,NA,NA,NA,1,NA,2,FALSE,"Multiple Choices",12,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,200,"No","No",12.5
"7561","2017-10-17",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.5,"No","No",4.5
"7562","2017-10-17",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Bin which is collected CBEs",11,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,250,"No","No",12.5
"7563","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.6,"No","No",4.5
"7564","2017-10-18",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Bin which is collected CBEs",12,"Sit down toilet with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,3.5,"No","No",4.5
"7565","2017-10-16",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Rubbish Pit",15,"Squat with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,3,"No","No",12.5
"7566","2017-10-18",NA,NA,NA,NA,NA,1,0,NA,1,FALSE,"Bin which is collected CBEs",7,"Squat hole (Dry toilet)","Septic Tank",3,3,"Rectagular",NA,2.5,"No","No",12.5
"7567","2017-10-16",1,NA,NA,NA,NA,NA,0,1,2,TRUE,"Bin which is collected CBEs",15,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.8,"No","No",4.5
"7568","2017-10-17",NA,NA,NA,NA,NA,1,0,NA,1,FALSE,"Bin which is collected CBEs",7,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,3.4,"No","No",12.5
"7569","2017-10-18",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Rubbish Pit",28,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.6,"No","No",4.5
"7570","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.4,"No","No",4.5
"7571","2017-10-17",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",1,"Squat with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,2,"No","No",12.5
"7572","2017-10-18",NA,NA,1,NA,NA,NA,0,NA,1,TRUE,"Bin which is collected CBEs",NA,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,2.2,"No","No",12.5
"7573","2017-10-17",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Bin which is collected CBEs",NA,"Squat with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,3.2,"No","No",4.5
"7574","2017-10-16",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"SKIP",7,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.47,"No","No",4.5
"7575","2017-10-16",NA,NA,NA,NA,NA,NA,1,2,3,TRUE,"Bin which is collected CBEs",12,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"7576","2017-10-18",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",8,"Squat hole (Dry toilet)","Pit latrine",4,3,"Rectagular",NA,2.5,"No","No",4.5
"7577","2017-10-19",1,NA,NA,NA,NA,NA,0,NA,1,TRUE,"Bin which is collected CBEs",10,"Sit down toilet with manual (hand) flushing system","Septic Tank",3,3,"Rectagular",NA,150,"Yes","No",12.5
"7578","2017-10-16",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2,"No","No",4.5
"7579","2017-10-16",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.7,"No","No",4.5
"7580","2017-10-17",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.8,"No","No",4.5
"7581","2017-10-17",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",7,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3.1,"No","No",4.5
"7582","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2,"No","No",4.5
"7583","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",12,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,210,"No","No",4.5
"7584","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",13,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3.2,"No","No",4.5
"7585","2017-10-18",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Bin which is collected CBEs",NA,"Sit down toilet with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"7586","2017-10-17",NA,NA,NA,1,NA,NA,1,NA,2,FALSE,"Bin which is collected CBEs",3,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,4.1,"No","No",12.5
"7587","2017-10-17",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.1,"No","No",4.5
"7588","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",3,"Squat hole (Dry toilet)","Pit latrine",2,3,"Rectagular",NA,2,"No","No",4.5
"7589","2017-10-17",NA,NA,NA,NA,NA,NA,2,2,4,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2,"No","No",4.5
"7590","2017-10-17",NA,1,NA,NA,NA,NA,0,1,2,TRUE,"Other (please specify)",NA,"Urine Diversion Toilet","Pit latrine",3,3,"Rectagular",NA,2,"No","No",4.5
"7591","2017-10-18",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",7,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,4,"No","No",4.5
"7592","2017-10-18",NA,NA,NA,NA,NA,NA,2,NA,2,TRUE,"Rubbish Pit",10,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2,"No","No",4.5
"7593","2017-10-17",NA,NA,NA,NA,NA,NA,1,2,3,FALSE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.5,"No","No",4.5
"7594","2017-10-18",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.2,"No","No",4.5
"7595","2017-10-18",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Bin which is collected CBEs",NA,"Sit down toilet with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,2.5,"No","No",4.5
"7596","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",13,"Squat hole (Dry toilet)","Pit latrine",3,2,"Rectagular",NA,2,"No","No",4.5
"7597","2017-10-17",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2,"No","No",4.5
"7598","2017-10-18",NA,NA,NA,NA,NA,NA,1,1,2,FALSE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"7599","2017-10-14",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"SKIP",6,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"7600","2017-10-18",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Bin which is collected CBEs",NA,"Sit down toilet with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,2.6,"No","No",4.5
"7601","2017-10-18",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",13,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3,"Yes","No",4.5
"7602","2017-10-16",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Bin which is collected CBEs",22,NA,"Septic Tank",3,3,"Rectagular",NA,3,"No","No",12.5
"7603","2017-10-17",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",18,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.5,"No","No",4.5
"7604","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Other (please specify)",3,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,194,"No","No",4.5
"7605","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"7606","2017-10-17",NA,NA,NA,1,NA,NA,0,1,2,FALSE,"Bin which is collected CBEs",13,NA,"Septic Tank",3,3,"Rectagular",NA,2,"No","No",12.5
"7607","2017-10-18",NA,NA,NA,1,NA,NA,0,NA,1,TRUE,"Bin which is collected CBEs",NA,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,4,"Rectagular",NA,2.9,"No","No",12.5
"7608","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",10,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"7609","2017-10-16",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",14,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.7,"No","No",4.5
"7610","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",8,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"7611","2017-10-18",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",7,NA,"Pit latrine",3,3,"Rectagular",NA,2.6,"No","No",4.5
"7612","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3.5,"No","No",4.5
"7613","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"7614","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",10,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.5,"No","No",4.5
"7615","2017-10-17",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"7616","2017-10-16",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",3,"Squat with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,2.8,"No","No",4.5
"7617","2017-10-16",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",20,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.5,"No","No",4.5
"7618","2017-10-17",NA,NA,NA,NA,NA,1,1,NA,2,FALSE,"Bin which is collected CBEs",16,"Sit down toilet with pour (bucket) flushing system","Pit latrine",4,4,"Rectagular",NA,4,"No","No",4.5
"7619","2017-10-18",NA,NA,NA,NA,NA,1,0,1,2,FALSE,"Bin which is collected CBEs",16,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,2,"No","No",12.5
"7620","2017-10-18",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",17,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"7621","2017-10-17",NA,NA,NA,NA,NA,1,0,1,2,FALSE,"Bin which is collected CBEs",15,"Squat with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,2,"No","No",12.5
"7622","2017-10-18",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is self disposed",7,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,2,"No","No",12.5
"7623","2017-10-16",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"SKIP",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.5,"No","No",4.5
"7624","2017-10-17",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.8,"No","No",4.5
"7625","2017-10-17",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3.35,"No","No",4.5
"7626","2017-10-18",NA,NA,NA,NA,NA,1,0,1,2,FALSE,"Bin which is collected CBEs",10,"Sit down toilet with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"7627","2017-10-18",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",18,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.5,"No","No",4.5
"7628","2017-10-18",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Other (please specify)",6,"Squat hole (Dry toilet)","Pit latrine",3,4,"Rectagular",NA,2.5,"No","No",4.5
"7629","2017-10-14",NA,1,NA,NA,NA,NA,0,1,2,TRUE,"Bin which is collected CBEs",4,"Urine Diversion Toilet","Pit latrine",3,3,"Rectagular",NA,2,"No","No",4.5
"7630","2017-10-14",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",7,NA,"Pit latrine",3,3,"Rectagular",NA,1.6,"No","No",4.5
"7631","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",9,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.9,"No","No",4.5
"7632","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",6,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,200,"No","No",4.5
"7633","2017-10-19",1,NA,2,NA,NA,NA,0,NA,3,TRUE,"Bin which is collected CBEs",4,"Sit down toilet with manual (hand) flushing system","Septic Tank",3,3,"Rectagular",NA,195,"Yes","No",12.5
"7634","2017-10-19",NA,NA,NA,1,NA,NA,1,NA,2,TRUE,"Bin which is collected CBEs",2,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,2.6,"No","No",12.5
"7635","2017-10-19",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Rubbish Pit",7,"Other","Pit latrine",3,3,"Rectagular",NA,120,"No","No",4.5
"7636","2017-10-19",NA,NA,NA,NA,1,1,0,NA,2,FALSE,"Bin which is collected CBEs",1,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2,"No","No",12.5
"7637","2017-10-19",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is self disposed",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,260,"Yes","Yes",4.5
"7638","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,200,"No",NA,4.5
"7639","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,3.2,"No","No",4.5
"7640","2017-10-19",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Rubbish Pit",7,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,250,"No","No",4.5
"7641","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is self disposed",2,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,3,"No","No",4.5
"7642","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",4,"Squat hole (Dry toilet)",NA,3,4,"Rectagular",NA,140,"No","No",0
"7643","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",3,"Squat hole (Dry toilet)","Septic Tank",3,3,"Rectagular",NA,3,"No","No",12.5
"7644","2017-10-19",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Rubbish Pit",0,"Other","Pit latrine",2,2,"Rectagular",NA,144,"No","No",4.5
"7645","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,160,"No","No",4.5
"7646","2017-10-19",NA,NA,NA,1,NA,NA,1,NA,2,FALSE,"Bin which is collected CBEs",5,"Sit down toilet with manual (hand) flushing system","Septic Tank",3,3,"Rectagular",NA,200,"Yes","No",12.5
"7647","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.6,"No","No",4.5
"7648","2017-10-19",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Rubbish Pit",8,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,400,"No","No",4.5
"7649","2017-10-19",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Other (please specify)",3,"Sit down toilet with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,2.1,"No","No",4.5
"7650","2017-10-19",NA,NA,NA,1,NA,NA,0,0,1,FALSE,"Bin which is collected CBEs",8,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,310,"No","Yes",4.5
"7651","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",4,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,200,"No","No",4.5
"7652","2017-10-12",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",9,"Squat hole (Dry toilet)","Septic Tank",3,3,NA,NA,NA,"No","No",12.5
"7653","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",10,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.8,"No","No",4.5
"7654","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",6,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,220,"No","No",4.5
"7655","2017-10-19",2,NA,NA,NA,NA,NA,0,NA,2,TRUE,"Rubbish Pit",8,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,308,"No","No",4.5
"7656","2017-10-19",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",NA,"Squat with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,3,"No","No",4.5
"7657","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",2,"Other","Pit latrine",2,3,"Rectagular",NA,300,"No","No",4.5
"7658","2017-10-19",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Rubbish Pit",2,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,100,"No","No",4.5
"7659","2017-10-19",NA,NA,NA,NA,1,NA,0,1,2,TRUE,"Bin which is collected CBEs",2,"Sit down toilet with pour (bucket) flushing system","Pit latrine",4,4,"Rectagular",NA,150,"No","No",4.5
"7660","2017-10-17",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",4,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,150,"No","Yes",4.5
"7661","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",3,NA,"Septic Tank",4,4,"Rectagular",NA,400,"No","No",12.5
"7662","2017-10-19",1,NA,NA,NA,NA,NA,0,NA,1,TRUE,"Bin which is collected CBEs",10,"Squat hole (Dry toilet)","Pit latrine",4,3,"Rectagular",NA,2,"No","No",4.5
"7663","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",9,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1,"No","No",4.5
"7664","2017-10-19",NA,NA,NA,1,NA,1,0,NA,2,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,200,"No","No",4.5
"7665","2017-10-19",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is self disposed",0,"Squat hole (Dry toilet)","Pit latrine",3,3,"Circular",400,NA,"No","No",4.5
"7666","2017-10-19",NA,NA,NA,NA,NA,1,0,2,3,TRUE,"Bin which is collected CBEs",1,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,190,"No","No",12.5
"7667","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,1,"Yes","No",4.5
"7668","2017-10-19",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",1,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.3,"No","No",4.5
"7669","2017-10-19",NA,NA,1,NA,NA,NA,0,0,1,TRUE,"Bin which is self disposed",14,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,150,"Yes","No",12.5
