"ID","Is.the.toilet.easily.accessible.to.the.following.people...Children","Is.the.toilet.easily.accessible.to.the.following.people...Persons.with.dissability","Is.the.toilet.easily.accessible.to.the.following.people...Women.at.night","Is.the.toilet.easily.accessible.to.the.following...Vacuum.Tanker","Is.the.toilet.easily.accessible.to.the.following...Light.Truck","Is.the.toilet.easily.accessible.to.the.following...Push.Cart"
"11807",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11808",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11809",TRUE,NA,NA,TRUE,TRUE,TRUE
"11810",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11811",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11812",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11813",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11814",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11815",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11816",TRUE,NA,NA,TRUE,TRUE,TRUE
"11817",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11818",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11819",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11820",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11821",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11822",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11823",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11824",TRUE,NA,NA,TRUE,TRUE,TRUE
"11825",TRUE,NA,NA,NA,TRUE,TRUE
"11826",TRUE,NA,TRUE,NA,TRUE,TRUE
"11827",TRUE,NA,NA,NA,TRUE,TRUE
"11828",NA,NA,NA,TRUE,TRUE,TRUE
"11829",TRUE,NA,NA,NA,TRUE,TRUE
"11830",TRUE,NA,NA,NA,TRUE,TRUE
"11831",NA,NA,NA,FALSE,TRUE,TRUE
"11832",TRUE,NA,NA,TRUE,TRUE,TRUE
"11833",NA,NA,NA,TRUE,TRUE,TRUE
"11834",NA,NA,NA,TRUE,TRUE,TRUE
"11835",FALSE,NA,TRUE,TRUE,TRUE,TRUE
"11836",TRUE,NA,NA,TRUE,TRUE,TRUE
"11837",NA,NA,NA,TRUE,TRUE,TRUE
"11838",NA,NA,NA,NA,TRUE,TRUE
"11839",NA,NA,NA,TRUE,TRUE,TRUE
"11840",NA,NA,NA,TRUE,TRUE,TRUE
"11841",NA,NA,NA,TRUE,TRUE,TRUE
"11842",NA,NA,NA,TRUE,TRUE,TRUE
"11843",TRUE,NA,NA,TRUE,TRUE,TRUE
"11844",TRUE,NA,NA,NA,TRUE,TRUE
"11845",NA,NA,NA,NA,TRUE,TRUE
"11846",TRUE,NA,NA,NA,TRUE,TRUE
"11847",NA,NA,NA,NA,TRUE,TRUE
"11848",TRUE,NA,NA,NA,TRUE,TRUE
"11849",TRUE,NA,NA,NA,TRUE,TRUE
"11850",TRUE,NA,NA,NA,TRUE,TRUE
"11851",TRUE,NA,NA,FALSE,TRUE,TRUE
"11852",TRUE,NA,NA,NA,TRUE,TRUE
"11853",NA,NA,NA,NA,TRUE,TRUE
"11854",FALSE,NA,NA,TRUE,TRUE,TRUE
"11855",TRUE,NA,NA,NA,TRUE,TRUE
"11856",NA,NA,NA,NA,TRUE,TRUE
"11857",FALSE,NA,FALSE,FALSE,TRUE,TRUE
"11858",NA,NA,NA,FALSE,TRUE,TRUE
"11859",TRUE,NA,NA,NA,TRUE,TRUE
"11860",NA,NA,NA,NA,TRUE,TRUE
"11861",NA,NA,NA,NA,TRUE,TRUE
"11862",NA,NA,NA,NA,TRUE,TRUE
"11863",NA,NA,NA,NA,TRUE,TRUE
"11864",NA,NA,NA,NA,TRUE,TRUE
"11865",TRUE,FALSE,NA,FALSE,TRUE,TRUE
"11866",TRUE,NA,NA,FALSE,TRUE,TRUE
"11867",NA,NA,NA,FALSE,TRUE,TRUE
"11868",FALSE,NA,FALSE,TRUE,TRUE,TRUE
"11869",TRUE,NA,NA,TRUE,TRUE,TRUE
"11870",NA,NA,NA,TRUE,TRUE,TRUE
"11871",NA,NA,NA,TRUE,TRUE,TRUE
"11872",NA,NA,NA,NA,TRUE,TRUE
"11873",TRUE,NA,NA,NA,TRUE,TRUE
"11874",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11875",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11876",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11877",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"11878",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11879",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11880",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11881",TRUE,TRUE,TRUE,NA,NA,TRUE
"11882",TRUE,NA,NA,TRUE,TRUE,TRUE
"11883",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11884",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11885",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11886",TRUE,TRUE,TRUE,NA,NA,TRUE
"11887",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11888",TRUE,TRUE,TRUE,NA,NA,TRUE
"11889",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11890",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"11891",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11892",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"11893",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11894",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11895",TRUE,TRUE,TRUE,NA,NA,TRUE
"11896",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11897",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11898",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11899",TRUE,NA,NA,TRUE,TRUE,TRUE
"11900",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11901",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11902",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11903",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11904",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11905",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11906",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11907",TRUE,TRUE,TRUE,NA,NA,TRUE
"11908",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11909",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11910",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11911",TRUE,NA,NA,TRUE,TRUE,TRUE
"11912",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11913",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11914",TRUE,NA,NA,TRUE,TRUE,TRUE
"11915",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11916",TRUE,TRUE,TRUE,TRUE,TRUE,NA
"11917",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11918",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11919",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11920",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11921",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11922",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11923",TRUE,FALSE,NA,TRUE,TRUE,TRUE
"11924",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11925",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11926",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11927",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11928",TRUE,TRUE,TRUE,NA,NA,TRUE
"11929",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11930",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11931",TRUE,NA,NA,TRUE,TRUE,TRUE
"11932",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"11933",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11934",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11935",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11936",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11937",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11938",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11939",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11940",TRUE,NA,NA,TRUE,TRUE,TRUE
"11941",TRUE,TRUE,TRUE,NA,NA,TRUE
"11942",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11943",TRUE,NA,NA,TRUE,TRUE,TRUE
"11944",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11945",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11946",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11947",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"11948",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11949",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11950",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11951",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11952",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11953",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11954",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11955",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11956",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11957",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11958",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11959",TRUE,TRUE,TRUE,NA,NA,TRUE
"11960",TRUE,NA,TRUE,FALSE,TRUE,TRUE
"11961",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11962",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11963",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11964",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11965",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11966",TRUE,NA,NA,TRUE,TRUE,TRUE
"11967",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11968",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11969",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11970",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11971",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11972",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11973",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11974",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11975",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11976",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11977",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11978",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11979",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11980",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11981",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11982",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"11983",TRUE,NA,NA,TRUE,TRUE,TRUE
"11984",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11985",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11986",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"11987",TRUE,NA,NA,TRUE,TRUE,TRUE
"11988",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11989",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11990",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11991",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11992",NA,NA,NA,NA,NA,NA
"11993",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"11994",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11995",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11996",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11997",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11998",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"11999",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12000",NA,NA,NA,TRUE,TRUE,TRUE
"12001",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12002",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12003",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12004",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12005",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12006",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12007",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12008",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12009",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12010",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12011",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12012",TRUE,NA,NA,TRUE,TRUE,TRUE
"12013",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12014",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12015",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12016",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12017",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12018",TRUE,NA,NA,TRUE,TRUE,TRUE
"12019",TRUE,TRUE,TRUE,NA,NA,TRUE
"12020",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12021",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12022",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12023",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12024",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12025",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12026",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12027",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12028",NA,NA,NA,NA,TRUE,TRUE
"12029",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12030",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12031",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12032",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12033",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12034",TRUE,NA,NA,TRUE,TRUE,TRUE
"12035",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12036",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12037",NA,NA,NA,TRUE,TRUE,TRUE
"12038",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12039",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12040",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12041",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12042",NA,NA,NA,TRUE,TRUE,TRUE
"12043",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12044",TRUE,NA,NA,TRUE,TRUE,TRUE
"12045",TRUE,NA,NA,TRUE,TRUE,TRUE
"12046",TRUE,NA,NA,TRUE,TRUE,TRUE
"12047",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12048",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12049",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12050",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12051",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12052",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12053",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12054",NA,NA,NA,TRUE,TRUE,TRUE
"12055",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12056",TRUE,NA,TRUE,NA,TRUE,TRUE
"12057",FALSE,NA,NA,TRUE,TRUE,TRUE
"12058",TRUE,NA,NA,NA,TRUE,TRUE
"12059",TRUE,NA,NA,NA,TRUE,TRUE
"12060",TRUE,NA,NA,TRUE,TRUE,TRUE
"12061",NA,NA,NA,NA,TRUE,TRUE
"12062",NA,NA,NA,FALSE,TRUE,TRUE
"12063",NA,NA,NA,FALSE,TRUE,NA
"12064",TRUE,NA,NA,FALSE,TRUE,TRUE
"12065",TRUE,NA,NA,TRUE,TRUE,TRUE
"12066",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"12067",TRUE,NA,NA,TRUE,TRUE,TRUE
"12068",NA,NA,NA,NA,TRUE,TRUE
"12069",FALSE,NA,NA,TRUE,TRUE,TRUE
"12070",TRUE,NA,TRUE,NA,TRUE,TRUE
"12071",NA,NA,NA,FALSE,TRUE,TRUE
"12072",FALSE,NA,TRUE,TRUE,TRUE,TRUE
"12073",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"12074",TRUE,NA,NA,TRUE,TRUE,TRUE
"12075",NA,NA,NA,FALSE,TRUE,TRUE
"12076",TRUE,NA,NA,NA,TRUE,TRUE
"12077",FALSE,NA,NA,NA,FALSE,TRUE
"12078",TRUE,NA,TRUE,NA,TRUE,TRUE
"12079",NA,NA,NA,TRUE,TRUE,TRUE
"12080",NA,NA,NA,FALSE,TRUE,TRUE
"12081",NA,NA,NA,TRUE,TRUE,TRUE
"12082",TRUE,NA,NA,TRUE,TRUE,TRUE
"12083",TRUE,NA,NA,NA,TRUE,TRUE
"12084",NA,NA,NA,NA,TRUE,TRUE
"12085",TRUE,NA,NA,NA,TRUE,TRUE
"12086",NA,NA,NA,NA,TRUE,TRUE
"12087",NA,NA,NA,NA,TRUE,TRUE
"12088",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12089",NA,NA,NA,TRUE,TRUE,TRUE
"12090",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12091",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12092",TRUE,NA,NA,TRUE,TRUE,TRUE
"12093",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12094",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12095",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12096",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12097",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12098",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12099",TRUE,NA,NA,TRUE,TRUE,TRUE
"12100",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12101",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12102",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12103",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12104",TRUE,NA,NA,TRUE,TRUE,TRUE
"12105",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12106",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12107",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12108",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12109",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12110",NA,NA,NA,TRUE,TRUE,TRUE
"12111",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12112",TRUE,NA,NA,TRUE,TRUE,TRUE
"12113",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12114",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12115",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12116",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12117",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12118",TRUE,NA,NA,TRUE,TRUE,TRUE
"12119",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12120",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12121",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12122",TRUE,TRUE,TRUE,NA,NA,TRUE
"12123",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12124",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12125",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12126",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12127",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12128",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12129",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12130",TRUE,NA,NA,TRUE,TRUE,TRUE
"12131",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12132",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12133",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12134",TRUE,NA,NA,TRUE,TRUE,TRUE
"12135",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"12136",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"12137",TRUE,NA,NA,TRUE,TRUE,TRUE
"12138",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12139",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12140",TRUE,NA,NA,TRUE,TRUE,TRUE
"12141",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12142",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12143",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12144",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12145",TRUE,NA,NA,TRUE,TRUE,TRUE
"12146",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12147",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12148",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12149",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12150",TRUE,TRUE,TRUE,NA,NA,TRUE
"12151",NA,NA,NA,TRUE,TRUE,TRUE
"12152",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12153",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12154",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12155",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12156",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12157",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12158",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12159",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12160",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12161",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12162",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12163",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12164",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12165",TRUE,NA,NA,TRUE,TRUE,TRUE
"12166",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12167",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12168",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12169",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12170",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12171",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12172",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12173",TRUE,NA,NA,TRUE,TRUE,TRUE
"12174",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12175",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12176",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12177",NA,NA,NA,TRUE,TRUE,TRUE
"12178",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12179",TRUE,TRUE,TRUE,NA,NA,TRUE
"12180",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12181",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12182",TRUE,NA,NA,TRUE,TRUE,TRUE
"12183",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12184",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12185",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12186",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12187",TRUE,NA,NA,TRUE,TRUE,TRUE
"12188",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"12189",TRUE,TRUE,TRUE,TRUE,TRUE,NA
"12190",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12191",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12192",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12193",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12194",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12195",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12196",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12197",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12198",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12199",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12200",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12201",TRUE,TRUE,TRUE,NA,NA,TRUE
"12202",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12203",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12204",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12205",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12206",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12207",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12208",TRUE,TRUE,TRUE,NA,NA,TRUE
"12209",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12210",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12211",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12212",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12213",TRUE,TRUE,TRUE,TRUE,TRUE,NA
"12214",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12215",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12216",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12217",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12218",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12219",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12220",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12221",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12222",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12223",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12224",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12225",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12226",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12227",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12228",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12229",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12230",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12231",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12232",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"12233",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12234",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"12235",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12236",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12237",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
