"TAKE  PHOTO OF INSIDE THE TOILET","TAKE  PHOTO OF INSIDE THE TOILET (Location Answered) (latitude)","TAKE  PHOTO OF INSIDE THE TOILET (Location Answered) (longitude)","TAKE  PHOTO OF INSIDE THE TOILET (Location Answered - accuracy)","TAKE  PHOTO OF INSIDE THE TOILET (Location Answered - altitude)","TAKE PHOTO OF OUTSIDE THE TOILET/CONTAINMENT ","Perception of the fill level","Condition of the components: Roof - Score Condition","Condition of the components: Wall - Score Condition","Condition of the components: Floor - Score Condition","Condition of the components: Interface - Score Condition","Condition of the components: Substructure/Containment  - Score Condition"
"https://api.mwater.co/v3/images/f4c7bf6abdf846f98926b9fbb2fd2646",-15.4249283,28.231075,4.80000019073486,1263.7,"https://api.mwater.co/v3/images/6edaa98c29f8401fab3363e4e8b0aaa1",3,2,4,4,3,3
"https://api.mwater.co/v3/images/4dc1fe6b74cc4f6a9f84f641915e6001",-15.42503,28.23147,5,1126,"https://api.mwater.co/v3/images/6dd0dd39254e4296a0f63b2b9e2ae9e0",3,4,4,4,4,4
"https://api.mwater.co/v3/images/cf6e2b7dd5dd461d82fb9ecc3ca1dd93",-15.425595,28.2310433,4.59999990463256,1285.5,"https://api.mwater.co/v3/images/2f7d2785915f488ebdcec1325f3e9b56",3,1,3,3,3,3
"https://api.mwater.co/v3/images/ba52e2e5733a42c5baba2a7411cb43c9",-15.4249767,28.2307933,4.69999980926513,1247.2,"https://api.mwater.co/v3/images/581b4a7b6fd743a093c5b0de06ff2812",2,4,4,4,4,4
"https://api.mwater.co/v3/images/d7d6b4fa50284af1aa348c5abbf8a8bb",-15.4240083,28.231065,4.19999980926513,1256.6,"https://api.mwater.co/v3/images/b7eaeeb491ec41cc89437200b8c8c4e0",4,4,4,4,4,4
"https://api.mwater.co/v3/images/4ece797e86e049d58b0157ee0bd627ee",-15.4222033,28.2327667,4.90000009536743,1275.7,"https://api.mwater.co/v3/images/8b28be988a714aa8b898fb78c63ddad1",2,4,3,3,3,3
"https://api.mwater.co/v3/images/c8021edee57843e295c8d1114ea8de85",-15.425545,28.2308067,4.5,1285.8,"https://api.mwater.co/v3/images/5b7509aef54c49bd86ec01c5d92bd765",2,1,3,3,3,3
"https://api.mwater.co/v3/images/6a2ab5448ebb4e3f943ca6ace2594bba",-15.4246233,28.2309567,5,1278.9,"https://api.mwater.co/v3/images/0381490b2d0f4e1ba285ca8fe845a8ea",NA,4,4,4,4,4
"https://api.mwater.co/v3/images/a7ad88f414bd4b87bc49b7d28f3d71bc",-15.4219717,28.2329517,5,1288.5,"https://api.mwater.co/v3/images/73bf6be01bef4a1480d23091629a7f6f",2,3,3,3,3,NA
"https://api.mwater.co/v3/images/d2c75e55917b45b6b9618d99e137403f",-15.4249067,28.230765,6,1282.9,"https://api.mwater.co/v3/images/b00fb018a25f4d45a722cf016ab255bf",3,1,4,3,3,3
"https://api.mwater.co/v3/images/9e4b32f0afb749d2b70ca974b8f98495",-15.4222783,28.23255,5,1265.7,"https://api.mwater.co/v3/images/8e7e067aa3984c699db8ee6c7cd199fc",3,4,4,4,4,4
"https://api.mwater.co/v3/images/6ff393b5aeaf41459d49681d807ff512",-15.424015,28.2311917,4.40000009536743,1269.2,"https://api.mwater.co/v3/images/7a47b3b56cd24d8f88022e2c3f538e3a",4,1,4,4,4,4
"https://api.mwater.co/v3/images/4b9165e5d8914025af38c70a934610b2",-15.4238217,28.2310983,4.80000019073486,1281.7,"https://api.mwater.co/v3/images/7f3491dc29134ee1b0d1f94148359b08",4,1,3,2,3,3
"https://api.mwater.co/v3/images/9d2d0f7a816c47e2b50cd0f2d060f9c0",-15.422035,28.2330767,4.90000009536743,1282.9,"https://api.mwater.co/v3/images/562d3ba6924347c99a1949129a4a51f3",2,3,3,3,3,3
"https://api.mwater.co/v3/images/12c8837b5e104e4aa3bb1e53c6c2c8ac https://api.mwater.co/v3/images/dfe0dc56366440de8250143c335d36ad",-15.4238517,28.231385,4.59999990463256,1273.8,"https://api.mwater.co/v3/images/8659fc4910a241c7a3d6051cd3bc8288",4,1,4,4,4,4
"https://api.mwater.co/v3/images/a74d188b97044e4b91b2dbdd0a6552a8",-15.424065,28.2317767,4.80000019073486,1276.1,"https://api.mwater.co/v3/images/3ce313f1d4a44e0a8a07e8b794c23e3f",2,2,1,2,2,2
"https://api.mwater.co/v3/images/9f29bdef53ed4ab3b118dc4467882eab",-15.422065,28.232675,4.40000009536743,1275.4,"https://api.mwater.co/v3/images/9b4d124a81ee441d889ea1b6ccf56e13",3,4,4,4,4,4
"https://api.mwater.co/v3/images/7c2f27ee6f864b97a3dd50a8f957afd7",-15.4216183,28.2325817,4.90000009536743,1274.4,"https://api.mwater.co/v3/images/a65b2d3b0d2c48e39d24ca7aa8de742f",2,4,4,4,4,4
"https://api.mwater.co/v3/images/63230e9419f947398c1f3386ba448f8b",-15.4254083,28.22983,4.69999980926513,1262.1,"https://api.mwater.co/v3/images/80abb6e5792f4ff797da10a22e059058",3,2,2,3,3,3
"https://api.mwater.co/v3/images/cc7a700fe25b48f7a8c57e3e9bcd16f7",-15.4253867,28.2301283,4.80000019073486,1281.5,"https://api.mwater.co/v3/images/42ffc28898d34520b54846a463fc76b1",4,4,4,4,5,5
"https://api.mwater.co/v3/images/48506434d1774c72893a0ab4e7e80317",-15.42363,28.2312633,5.80000019073486,1271.3,"https://api.mwater.co/v3/images/2873b07bf78a42ca8e9132f2e3cafc4a",3,4,4,4,4,4
"https://api.mwater.co/v3/images/d89cd413f48247369aa414eb30c41dec",-15.4249967,28.2299417,4.59999990463256,1260.1,"https://api.mwater.co/v3/images/a54efff313ed4aa3a3a5eb40de3da33f",3,3,3,3,3,3
"https://api.mwater.co/v3/images/94dc79631a5e42b0a25475329f767c8d",-15.425525,28.2296067,4.5,1270.6,"https://api.mwater.co/v3/images/e89fe7b17887417fbe53a81c51a5a33f",1,1,2,2,2,2
"https://api.mwater.co/v3/images/750803e918174806ba3abcb909eaccad",-15.4247417,28.2303133,5,1276.7,"https://api.mwater.co/v3/images/0db5c80cc6e34340b59110aca8904958",3,4,4,4,4,4
"https://api.mwater.co/v3/images/d15d9648be4f43ac896c9138bb565513",-15.4221317,28.2323067,4.40000009536743,1272.5,"https://api.mwater.co/v3/images/269a9e67001d47e6af88e36a898a34cf",3,4,4,4,4,4
"https://api.mwater.co/v3/images/94f5d08f8ddf4f7db4f3d0f721ae08fa",-15.4249283,28.2295217,4.59999990463256,1280.7,"https://api.mwater.co/v3/images/a651ddf5e40942889da5ceb708f005b8",3,1,4,3,3,3
"https://api.mwater.co/v3/images/47da2da89e55407bb198a8f9c2eca850",-15.4240567,28.2319217,5,1281.7,"https://api.mwater.co/v3/images/e2bed8e5f33b497b84bbfbead049dadd",4,5,5,5,5,5
"https://api.mwater.co/v3/images/f17574bcd08b4ec18a9f40026887f116",-15.4254533,28.2295183,4.80000019073486,1272.8,"https://api.mwater.co/v3/images/3e9165e94db543b2a80c7b6d4a099db3",3,2,3,3,3,3
"https://api.mwater.co/v3/images/e7f88591cdcd40fa8ea924bf319a4ec5",-15.4251183,28.23031,5.19999980926513,1275.9,"https://api.mwater.co/v3/images/6d189ad69481476c89bc80fe9914849e",4,3,3,3,3,4
"https://api.mwater.co/v3/images/ccad3d91ff0b41c69dab1edac7fb4544",-15.4220183,28.23176,5,1270.4,"https://api.mwater.co/v3/images/31c485fdb0cd44f6a346c988f45d5045",3,4,3,4,2,4
"https://api.mwater.co/v3/images/136575a1cf3b4c9e814835f5fc0d657a https://api.mwater.co/v3/images/f232e3f64ade40eab4ff67b99743e236",-15.4234817,28.2314483,6.09999990463256,1285.7,"https://api.mwater.co/v3/images/95944582ef1b4159938f14dc0f7f9243",4,4,4,4,4,4
"https://api.mwater.co/v3/images/05ca041f7e3c453593d06901cbbdc841",NA,NA,NA,NA,"https://api.mwater.co/v3/images/f2bc9118c90b4fbeb0b5a773b0db4727",4,1,3,3,3,3
"https://api.mwater.co/v3/images/1cabfc48a38c4eb5856ecbd9f151dacc",-15.422205,28.2320283,4.69999980926513,1283.8,"https://api.mwater.co/v3/images/74aee53e1b444d6aaf3476e888bb4d23",2,4,4,3,4,4
"https://api.mwater.co/v3/images/4a52b9ff45674369af72bfd7f70e58ab",-15.4247167,28.2294317,4.90000009536743,1261.2,"https://api.mwater.co/v3/images/ceac388a2aa94aaa8a1aab92580ccd96",1,1,3,3,3,3
"https://api.mwater.co/v3/images/0bdccede36804139b1ea343509fae439",-15.4254183,28.2294433,8.69999980926513,1274.4,"https://api.mwater.co/v3/images/907f23a0e78440f9bf62b8c9f3de3cc7",2,3,3,3,3,3
"https://api.mwater.co/v3/images/73eace5a1c4a481482e31a422845c6bd",-15.4247433,28.22914,4.69999980926513,1257.6,"https://api.mwater.co/v3/images/ee8ab58f64f64b5592daacd6a122933c",3,1,3,3,3,3
"https://api.mwater.co/v3/images/0f6f74e1ca1a4e88b4da1c5ba2072555",-15.4216417,28.233075,4.69999980926513,1266.9,"https://api.mwater.co/v3/images/d87adc347f1c402093c16df6f2723cf7",NA,3,3,3,3,3
"https://api.mwater.co/v3/images/7e6722f91a7c4431b01b5ae80387fb8a",-15.4251417,28.2299233,4.69999980926513,1274.2,"https://api.mwater.co/v3/images/42ce280b88b94f9db093c8eb80bb551e",4,1,4,4,4,4
"https://api.mwater.co/v3/images/5a5a9eb07f4b41c699ac85591958fc5d https://api.mwater.co/v3/images/d46060818b0c48d6a1a59f6438f9b3fa",-15.42378,28.2313467,4.69999980926513,1286.1,"https://api.mwater.co/v3/images/4ce54ff424f746029a94140c0431bbf4",3,4,4,4,4,4
"https://api.mwater.co/v3/images/992029543d2b47a38654f059341c7161",-15.4219533,28.2320567,4.40000009536743,1283.9,"https://api.mwater.co/v3/images/04134832a17140dd9a91e92701545039",2,4,4,4,4,4
"https://api.mwater.co/v3/images/ce67f6a20d1044d58ef2342baa8c588c",-15.4240267,28.22934,4.69999980926513,1258.9,"https://api.mwater.co/v3/images/53b37849bcd84724a4a4792fa400bf57",1,1,3,3,3,3
"https://api.mwater.co/v3/images/febfc88a25784985aa7a8e1238369c82",-15.4219333,28.2334283,4.80000019073486,1271.7,"https://api.mwater.co/v3/images/3571d9c1c7af4923aa4f7f6d5fbda652",3,3,3,3,3,3
"https://api.mwater.co/v3/images/b747f1f989c74db68faf2f73c1c9dec2",-15.422205,28.23328,4.90000009536743,1275.7,"https://api.mwater.co/v3/images/75f4c05121964d2e94ae2bdc4eb998bd",3,3,4,4,4,3
"https://api.mwater.co/v3/images/5e350f99b7864b5496b631c1bc99835f",-15.4251783,28.22921,4.90000009536743,1266.1,"https://api.mwater.co/v3/images/9d59e2f59e684c928e18064c34abe1f9",3,3,3,3,3,3
"https://api.mwater.co/v3/images/2ec4526a06464e0d9792463ab04d79bd",-15.4248,28.2289683,5.5,1257.8,"https://api.mwater.co/v3/images/f8b5cf0d8d584079a62b3b71839a8fc2",3,1,3,3,3,3
"https://api.mwater.co/v3/images/1371d34de5e448d291a5ccbf1ec67f1e",-15.4222433,28.2334033,5,1269.9,"https://api.mwater.co/v3/images/6c5fce752e1b41228fe76bfcd95ae6e3",3,3,3,3,3,3
"https://api.mwater.co/v3/images/e7d3d272749b4d1b9f917efcf2f5d6de",-15.42384,28.2316817,7.19999980926513,1273.2,"https://api.mwater.co/v3/images/d793b98510ef433ea495e447c5b77ded",2,3,3,3,3,3
"https://api.mwater.co/v3/images/c1b6f4e5217349bb996008f24f1f4c3c",-15.4250967,28.2297717,5,1259.5,"https://api.mwater.co/v3/images/ede66633ba9c4d4bac234575a471bf35",4,3,3,3,3,3
"https://api.mwater.co/v3/images/5bdf18b25bfc45bfbb54b2b438d4b4e9",-15.4238633,28.2296033,4.69999980926513,1270,"https://api.mwater.co/v3/images/618aea7130f744f9b6be28c68119c2d0",1,3,3,3,3,3
"https://api.mwater.co/v3/images/2376ed79ffd3413494048e77eb62a946",-15.4231467,28.2294733,4.80000019073486,1274.2,"https://api.mwater.co/v3/images/3d643c9d3940432db8804f5615b907d5",4,1,3,3,3,3
"https://api.mwater.co/v3/images/ffc1eaecc75440dba0b994cf8662b25b",-15.422465,28.2333883,5,1275.1,"https://api.mwater.co/v3/images/9db584c19e154dab805de41b544db22e",3,4,4,4,3,3
"https://api.mwater.co/v3/images/7ad4299ef1064ff6801a47463028ad37",-15.422065,28.233275,4.5,1268.8,"https://api.mwater.co/v3/images/735f962ab6b649089b4011dec55e050c",3,1,3,3,3,3
"https://api.mwater.co/v3/images/23e39cc2a1b74d8896acc5e02b630f9c",-15.4235517,28.22942,5,1262.8,"https://api.mwater.co/v3/images/9f20d76541a947aeae6b4267798a3435",3,3,3,3,3,3
"https://api.mwater.co/v3/images/ca8bcb0867d842728eb7ba051fa6fe1d",-15.4222633,28.23179,4.90000009536743,1271.2,"https://api.mwater.co/v3/images/baf4f5bbeb7844e490390a8b816e9d90",3,4,4,4,4,4
"https://api.mwater.co/v3/images/2740c60d08504f7d8b248b59f96342bd",-15.4223433,28.2317333,4.59999990463256,1273.3,"https://api.mwater.co/v3/images/2f994adcecc24597aefed7ba29a0910a",2,1,3,3,3,3
"https://api.mwater.co/v3/images/1039b5e25030430d84c38baa6ed5572b",-15.421945,28.2316983,3.90000009536743,1265.3,"https://api.mwater.co/v3/images/1623cae3ca0144f4a4f177559d1696d5",4,5,5,5,5,5
"https://api.mwater.co/v3/images/70a29fa2c67c4f2fbae571f1afe8e8d4",-15.4238133,28.2318033,4.80000019073486,1289.9,"https://api.mwater.co/v3/images/f257c9136ac3429bb6ecfec2dc3b2438",3,4,4,4,4,4
"https://api.mwater.co/v3/images/5f9e95da62ff45919021f5d1fd1219be",-15.423825,28.2298083,5,1273.9,"https://api.mwater.co/v3/images/09319d1fc5e94c4e9d0c1e5aae297ed3",3,3,3,3,3,3
"https://api.mwater.co/v3/images/9d6e5f8313e84e6a9bb11a704c487f31",-15.423195,28.2296817,4.80000019073486,1280.8,"https://api.mwater.co/v3/images/96a1fb349dd8462687c9dd4ddd85e47a",4,1,3,3,3,3
"https://api.mwater.co/v3/images/bf1128fa89f14d5a9e8c1d9eb896743f",-15.42272,28.2332667,5,1274.7,"https://api.mwater.co/v3/images/dee9c715e12c4a4eb55367275e06437b",2,1,3,3,3,3
"https://api.mwater.co/v3/images/1fb0cda32b4b4e23a513704f64500c5e",-15.42511,28.2295017,4.69999980926513,1274.2,"https://api.mwater.co/v3/images/dabdb7b1954c4e4f83a4082968ad69ce",4,3,3,3,3,3
"https://api.mwater.co/v3/images/c8a5d7ed74b142a8b8ff2d5835910ba3",-15.4235867,28.229665,4.59999990463256,1265.8,"https://api.mwater.co/v3/images/59a5c7a64ef14cbfafa303769042f514",3,3,3,3,3,3
"https://api.mwater.co/v3/images/5264aede748d4fb09b929a2159ed97c2",-15.4223733,28.23158,4.69999980926513,1264.1,"https://api.mwater.co/v3/images/915ca5eb3dd7424686ad9a414ebfc16c",3,4,4,4,4,4
"https://api.mwater.co/v3/images/6e8d48b05a98493bb4a37f75ac361b84",-15.422675,28.2330117,4.30000019073486,1272,"https://api.mwater.co/v3/images/9f11574503ea44d1ab447ab93dd5da7f",3,1,4,4,4,4
"https://api.mwater.co/v3/images/20b752d1f1a240fb86255aa47bcefa81",-15.422545,28.23141,7.69999980926513,1263.6,"https://api.mwater.co/v3/images/9feea78619834daf9e86bb449979ea1f",2,3,3,3,3,3
"https://api.mwater.co/v3/images/4013b154efa34846a4523f54c0a4a8bc",-15.4229333,28.23332,7.30000019073486,1278.4,"https://api.mwater.co/v3/images/2827bb4f4595498faa3b93f941e5c0e9",4,1,4,4,4,4
"https://api.mwater.co/v3/images/21afc5bb0e7f4d5788e8a88eea223765",-15.4227483,28.2330317,4.5,1266,"https://api.mwater.co/v3/images/88b7cd30c9db48bdba4fcee81efcb6ce",3,3,3,3,3,3
"https://api.mwater.co/v3/images/e28f9d20df6d4b9c9b798cd611ff6074",-15.4239617,28.2321833,5,1278.3,"https://api.mwater.co/v3/images/d1fa3a0ed9a34f9f973ef8ea2bd1827d",4,4,4,4,4,4
"https://api.mwater.co/v3/images/43f20e7b87874a53b9b3d5ed513839a1",-15.4253033,28.2295133,8.10000038146972,1257.9,"https://api.mwater.co/v3/images/fd8a1501825448efa90e2556e2916611",4,3,4,4,4,4
"https://api.mwater.co/v3/images/8da0f964f61f4903ae8eae2e25c144ca",-15.4237517,28.2299417,9.89999961853027,1263.4,"https://api.mwater.co/v3/images/1a35bba605d94d1388f51305d14b901c",3,4,4,4,4,4
"https://api.mwater.co/v3/images/1d1ce9d294aa4326b3bf84c8b2cf95dc",-15.4237483,28.2298983,6.30000019073486,1268.1,"https://api.mwater.co/v3/images/de54a83d3e474ae398013d2c11cb45a4",4,4,3,3,3,3
"https://api.mwater.co/v3/images/f775f1ac573742c582c393dacde1a180",-15.42296,28.232865,5.90000009536743,1267.5,"https://api.mwater.co/v3/images/3f6a7a91647d4afbb8a9f335c3dc1005",1,3,3,3,3,2
"https://api.mwater.co/v3/images/1697a4c4a2544bc4bc81aa610bd2d4e3",-15.4236883,28.2302717,5.09999990463256,1268.7,"https://api.mwater.co/v3/images/2c9b92daf0be489a85b35743a94d5728",3,1,2,2,2,2
"https://api.mwater.co/v3/images/c57fa12e30934425a0eddef8bccbc96f",-15.4231483,28.2302533,4.30000019073486,1261.7,"https://api.mwater.co/v3/images/db325407cfb247dda32dca349f5aa41f",3,2,3,3,3,3
"https://api.mwater.co/v3/images/8b1201757c1b4707a2bc0eca87aeacb2",-15.4240417,28.2322867,5,1262.6,"https://api.mwater.co/v3/images/dda60958d7d34630a129b92995cef0de",3,4,4,4,4,4
"https://api.mwater.co/v3/images/baba416fd4bd4e5d9c86dd717171c850",-15.42299,28.2332,4.69999980926513,1261.3,"https://api.mwater.co/v3/images/f6f72cfda13843168ad1117a6beb07c6",3,1,4,4,3,3
"https://api.mwater.co/v3/images/9b34664fef2046aa9452e5049a434e14",-15.423265,28.2331117,7,1284.2,"https://api.mwater.co/v3/images/ebb760d00be84cbc8d4e859810bbe9e2",4,3,3,3,3,3
"https://api.mwater.co/v3/images/4e4fe2d3c245446ea8778f704a2be4d3",-15.42269,28.231525,5,1285.6,"https://api.mwater.co/v3/images/6aeb31ae47ce48689d45a553a43b8d63",2,3,3,3,3,3
"https://api.mwater.co/v3/images/51c9b9c3947a49a08ab3ee3f1718f0c9",-15.4238617,28.230075,4.69999980926513,1246.2,"https://api.mwater.co/v3/images/621f45aa96f342fd878123d56996c928",2,4,4,4,4,4
"https://api.mwater.co/v3/images/23c5c6819a504995b5ed0ce2dd6b2863",-15.4237867,28.2302717,11.6999998092651,1269.8,"https://api.mwater.co/v3/images/f65549b60e1746d3bd9e54b799ca1f7b",3,3,3,3,3,3
"https://api.mwater.co/v3/images/35b3272ead374c29a4c14c3354f405d6",-15.424,28.23259,4.69999980926513,1267.3,"https://api.mwater.co/v3/images/5965e7b0d7b04082ae1f89f301819e03",3,4,4,4,4,4
"https://api.mwater.co/v3/images/f147ffc8582a4b6482a8b9d002fa2687",-15.423255,28.2306117,5.19999980926513,1268.6,"https://api.mwater.co/v3/images/e007e5f504d6458586a7af65cbcb7b62",3,1,3,3,3,3
"https://api.mwater.co/v3/images/1f9a69e77c1143809e478ffeeda83d1c",-15.422725,28.22967,4.69999980926513,1266.7,"https://api.mwater.co/v3/images/b9fd9c6cbf814d2ea878b8822c2bbe8c",4,3,4,4,4,4
"https://api.mwater.co/v3/images/4c5b782172f047028921d3fafa9a7ebe",-15.4236167,28.2327467,6.19999980926513,1280.5,"https://api.mwater.co/v3/images/79c883cc682c417395750082a13bb2e3",2,4,4,4,4,4
"https://api.mwater.co/v3/images/7d11e947e68a4d309969f3288052a407",-15.4238333,28.230235,4.90000009536743,1246.7,"https://api.mwater.co/v3/images/4d177b67aa4a4f819920e202ed04a066",3,4,4,4,4,4
"https://api.mwater.co/v3/images/d7b7a01bf0d7403084898689f43650d2",-15.4229267,28.2310083,4.69999980926513,1256.4,"https://api.mwater.co/v3/images/434390e715974aecb04246664c26232e",3,1,4,4,3,3
"https://api.mwater.co/v3/images/9ff985a19ea74f4fbf3f1f41d6acc667",-15.4239883,28.230355,8.39999961853027,1236.7,"https://api.mwater.co/v3/images/03bd3052547145419e6e53144001a412",3,4,4,4,4,4
"https://api.mwater.co/v3/images/2b09cc2d4eb244c8a48e5f7d66ed8478",-15.422615,28.2295167,5,1272.4,"https://api.mwater.co/v3/images/b97bf764a0924000a3b320fde7c7324b",4,3,4,4,4,4
"https://api.mwater.co/v3/images/d62f561084a64ef9b532cf1e05b4bed4",-15.4230817,28.231245,4.5,1265.8,"https://api.mwater.co/v3/images/881c84b9fb1144fe925b7093d28716dd",2,4,4,4,4,4
"https://api.mwater.co/v3/images/0c955ebed014453d92e999c30942d3dd",-15.4239583,28.230515,4.90000009536743,1244.4,"https://api.mwater.co/v3/images/7e01f6bbc9204e09baaea483cf11e776",2,4,4,4,4,4
"https://api.mwater.co/v3/images/448d06231d134630ac0231a8445f180d",-15.4226467,28.2305483,4.69999980926513,1235.8,"https://api.mwater.co/v3/images/849d832a48c145759b572a7cabb5721b",3,1,3,3,3,3
"https://api.mwater.co/v3/images/580624a16206483b90498827fae9a83f",-15.4236183,28.2327333,5.90000009536743,1287,"https://api.mwater.co/v3/images/aff3777a61c941d1bc20e94974208e77",3,4,4,4,4,4
"https://api.mwater.co/v3/images/bde5d53f2eaf4aad8c3327bf1438064c",-15.4230267,28.2317833,5,1271.9,"https://api.mwater.co/v3/images/8287895a0bcc46b9852314594e3db4a1",2,4,4,4,4,4
"https://api.mwater.co/v3/images/62d950aecfc04e02852d16beb02fa818",-15.4231417,28.2316367,3.90000009536743,1253.9,"https://api.mwater.co/v3/images/707c2111965f4605a44e477dc68e78ad",3,5,5,4,4,4
"https://api.mwater.co/v3/images/a206ef5318864a2fb85c82d05aa2fe8a",-15.4235267,28.2324317,4.90000009536743,1275.6,"https://api.mwater.co/v3/images/4f2bc8075fea46febb3ae3c4ab53958d",3,4,4,4,4,4
"https://api.mwater.co/v3/images/6140bb35c2654d92987c90cd4a6266e5",-15.4235183,28.2323583,5,1276.2,"https://api.mwater.co/v3/images/3e83825b103a4f469f5f4f1a4fbbcba3",4,3,3,3,3,3
"https://api.mwater.co/v3/images/7b29fd12c1234fc58721e0b9953ec1fb",-15.4236433,28.2325167,4.80000019073486,1261.1,"https://api.mwater.co/v3/images/16e428bacbbe41a6b87066a3da51566d",3,1,4,4,3,3
"https://api.mwater.co/v3/images/c83192dbccad4d7d91490e348878302a",-15.422405,28.2296833,4.40000009536743,1274.2,"https://api.mwater.co/v3/images/8f9dfee12c87496ab061aa1b1a40ba9b",4,4,4,4,4,4
"https://api.mwater.co/v3/images/c7af8dd41e2d493cbf60983cceaaceb0",-15.4230783,28.2327333,9,1274.4,"https://api.mwater.co/v3/images/a2f9b33fc339412c95935e0c1df45580",4,1,4,4,4,4
"https://api.mwater.co/v3/images/c847d8ee7059494d9b19438c7a373def",-15.4237317,28.2324867,4.40000009536743,1266.2,"https://api.mwater.co/v3/images/70991d8988ec4632a1c3f20fc8a254f8",3,4,4,4,4,4
"https://api.mwater.co/v3/images/f56001c0881c4b6d9dee75d374d62423",-15.422935,28.2306333,4.90000009536743,1243.1,"https://api.mwater.co/v3/images/c1bb9586fc7a42989de90d231643a69c",3,1,2,2,3,3
"https://api.mwater.co/v3/images/be68819065ae4ef4b37e884817bc5b5a",-15.42345,28.23276,7.30000019073486,1261.4,"https://api.mwater.co/v3/images/92c65c9758ea4f2dbc362479dfdc5489",3,4,4,4,4,3
"https://api.mwater.co/v3/images/249c8535dfd24c9d9ac88e7a820812c1",-15.42339,28.2321867,5.69999980926513,1241.4,"https://api.mwater.co/v3/images/db1e570c3015495b9383a0f48e3f218c",3,4,4,4,4,4
"https://api.mwater.co/v3/images/16d59b3a5be74666837ded6ee743e554",-15.4233117,28.2323567,4.59999990463256,1297.4,"https://api.mwater.co/v3/images/e1736bfd466d4c3da9ef675a239b1dce",2,3,4,4,3,3
"https://api.mwater.co/v3/images/5af1011374054919b46ddae6190575da",-15.4232917,28.2322167,4.59999990463256,1271.5,"https://api.mwater.co/v3/images/12faa51904bc4be8af8af314dd34097f",2,4,3,4,4,4
"https://api.mwater.co/v3/images/cbed2af39aad447094aeb8408047a726",-15.42299,28.2326667,4.5,1276.4,"https://api.mwater.co/v3/images/4406c5baf4514de9a88481d4230ee07c",1,4,4,4,4,4
"https://api.mwater.co/v3/images/24d2fabfe30149d9a627f989b6d29f06",-15.4222233,28.22978,5.80000019073486,1289.2,"https://api.mwater.co/v3/images/d40e6bce65874a5680558cfe6cc1f61b",4,4,4,4,4,5
"https://api.mwater.co/v3/images/e1730ffa791e4496b5297d08f5b4f1e2",-15.4228933,28.2321167,4.59999990463256,1266.9,"https://api.mwater.co/v3/images/0394222b3532419794507ab80be1fd1a",3,3,3,4,4,4
"https://api.mwater.co/v3/images/40b4f13cfab94ca68f7dde33f15f1f76",-15.4232467,28.2321217,4.90000009536743,1269.4,"https://api.mwater.co/v3/images/69d17c60f6a0470d912f3984ebc8dc35",3,3,3,3,3,3
"https://api.mwater.co/v3/images/2c6a2163b2af43078669801f5860d456",-15.4230283,28.2325067,4.5,1268.8,"https://api.mwater.co/v3/images/ce866b8ee6fa47418e574a50587b5de6",2,1,3,3,3,3
"https://api.mwater.co/v3/images/268b66cd94914836a8e4bf5dcac60fea",-15.4228733,28.230375,5,1285.1,"https://api.mwater.co/v3/images/ba35982fb6e64dc49e53e4bb8c284253",4,1,3,3,3,3
"https://api.mwater.co/v3/images/d565e1d7576a4d249fe47fd7d98d7a0e",-15.4229717,28.2326417,4.69999980926513,1274.5,"https://api.mwater.co/v3/images/68aeb087a2e4412a8d64c624780476ed",3,4,4,4,4,3
"https://api.mwater.co/v3/images/90e277e6d5f0485cafda2ccb16825f1b",-15.423065,28.2321933,4.90000009536743,1250.1,"https://api.mwater.co/v3/images/9a463b907440428db6b94ab150e66beb",2,4,4,4,4,4
"https://api.mwater.co/v3/images/90a2136bd9924e18b1300ff78174dc8b",-15.4227383,28.23276,6.5,1265.1,"https://api.mwater.co/v3/images/a6e2197e28634609990f65a9231eef44",4,1,4,4,4,4
"https://api.mwater.co/v3/images/92508f69a08247d2a7f7da6aefa0af18",-15.42367,28.2321617,4.69999980926513,1280.4,"https://api.mwater.co/v3/images/6d35b1fe419b42f39ae6a110b189828a",2,4,3,3,3,3
"https://api.mwater.co/v3/images/0d4adf955627486496b084339db3acd3",-15.4234117,28.2321217,5.09999990463256,1271.7,"https://api.mwater.co/v3/images/aeb169c70cad499cb3fca77e4ef2b34e",3,4,4,4,4,4
"https://api.mwater.co/v3/images/c5b8b853e53346979a33de826c1b0fbb",-15.422415,28.2321917,6.40000009536743,1277.2,"https://api.mwater.co/v3/images/6c8c117d38884dbaacda5c10e4a9945f",3,3,4,3,4,3
"https://api.mwater.co/v3/images/cc47eee1872a4aedbc5c58a31c2ea0d6",-15.4230067,28.23232,4.90000009536743,1275.3,"https://api.mwater.co/v3/images/53fe0d46cecd4b289b1e9c081274ab0e",3,1,3,3,3,3
"https://api.mwater.co/v3/images/39151ec1c7d44fa994b7795412ebd1f4",-15.4226017,28.2326983,7.09999990463256,1280.8,"https://api.mwater.co/v3/images/e8a36491f06446b4ac623c395cf021fe",3,4,4,4,4,4
"https://api.mwater.co/v3/images/630292846011454086a9542171913cf3",-15.422945,28.2321717,4.59999990463256,1270.1,"https://api.mwater.co/v3/images/32c77fd6fabb4c37b64a8fc95ccd90ad",3,4,4,4,4,4
